"","Condition1","Condition2","id","rt","p","corr","vpnr","phase","age","gender","hand"
"1","-1","-1","K17",1107.22173951281,0.7,1,17,"uebung",38,"m","r"
"2","-1","-1","K17",1598.85377512885,0.7,1,17,"uebung",38,"m","r"
"3","-1","-1","K17",1113.00362707167,0.7,1,17,"uebung",38,"m","r"
"4","-1","-1","K17",932.770421418924,0.7,0,17,"uebung",38,"m","r"
"5","-1","-1","K17",1096.5902923148,0.7,1,17,"uebung",38,"m","r"
"6","-1","-1","K17",1285.29798724706,0.7,0,17,"uebung",38,"m","r"
"7","-1","-1","K17",1082.14881698836,0.7,0,17,"experiment",38,"m","r"
"8","-1","-1","K17",1221.94458905539,0.7,0,17,"experiment",38,"m","r"
"9","-1","-1","K17",1186.58082100908,0.7,0,17,"experiment",38,"m","r"
"10","-1","-1","K17",844.34064904131,0.7,1,17,"experiment",38,"m","r"
"11","-1","-1","K17",1294.86628805136,0.7,1,17,"experiment",38,"m","r"
"12","-1","-1","K17",916.115515830434,0.7,1,17,"experiment",38,"m","r"
"13","-1","-1","K17",1879.96378506071,0.7,1,17,"experiment",38,"m","r"
"14","-1","-1","K17",1333.28000335419,0.7,1,17,"experiment",38,"m","r"
"15","-1","-1","K17",1467.61797829655,0.7,1,17,"experiment",38,"m","r"
"16","-1","-1","K17",1003.80879709933,0.7,1,17,"experiment",38,"m","r"
"17","-1","-1","K17",1010.98254616259,0.7,1,17,"experiment",38,"m","r"
"18","-1","-1","K17",937.868159397641,0.7,1,17,"experiment",38,"m","r"
"19","-1","-1","K17",1273.83937395913,0.7,0,17,"experiment",38,"m","r"
"20","-1","-1","K17",1576.29664029869,0.7,1,17,"experiment",38,"m","r"
"21","-1","-1","K17",992.85651960402,0.7,1,17,"experiment",38,"m","r"
"22","-1","-1","K17",1057.19672208036,0.7,1,17,"experiment",38,"m","r"
"23","-1","-1","K17",1296.06186144352,0.7,0,17,"experiment",38,"m","r"
"24","-1","-1","K17",1172.78086891045,0.7,0,17,"experiment",38,"m","r"
"25","-1","-1","K17",958.231892755347,0.7,1,17,"experiment",38,"m","r"
"26","-1","-1","K17",1087.26274313097,0.7,1,17,"experiment",38,"m","r"
"27","-1","-1","K17",872.742824389921,0.7,0,17,"experiment",38,"m","r"
"28","-1","-1","K17",1375.67893404283,0.7,1,17,"experiment",38,"m","r"
"29","-1","-1","K17",1092.78904575766,0.7,1,17,"experiment",38,"m","r"
"30","-1","-1","K17",1172.47012536061,0.7,1,17,"experiment",38,"m","r"
"31","-1","-1","K17",1087.8484128961,0.7,1,17,"experiment",38,"m","r"
"32","-1","-1","K17",1142.18171699339,0.7,1,17,"experiment",38,"m","r"
"33","-1","-1","K17",944.781144137958,0.7,1,17,"experiment",38,"m","r"
"34","-1","-1","K17",1308.47326755245,0.7,1,17,"experiment",38,"m","r"
"35","-1","-1","K17",1187.37989336054,0.7,0,17,"experiment",38,"m","r"
"36","-1","-1","K17",1317.00298667966,0.7,1,17,"experiment",38,"m","r"
"37","-1","-1","K17",1278.35421536878,0.7,1,17,"experiment",38,"m","r"
"38","-1","-1","K17",1186.67753162823,0.7,1,17,"experiment",38,"m","r"
"39","-1","-1","K17",1065.0413380434,0.7,1,17,"experiment",38,"m","r"
"40","-1","-1","K17",1385.90808868441,0.7,1,17,"experiment",38,"m","r"
