"","Condition1","Condition2","rt","corr","id","phase","trial","age","gender","hand"
"1","B","D",872.037313983047,1,4,"uebung",1,32,"w","r"
"2","A","D",538.952772529601,1,4,"uebung",2,32,"w","r"
"3","A","E",1144.8414246084,1,4,"uebung",3,32,"w","r"
"4","B","E",632.449442811855,0,4,"uebung",4,32,"w","r"
"5","B","E",863.600533283419,1,4,"uebung",5,32,"w","r"
"6","B","D",970.390846184579,1,4,"uebung",6,32,"w","r"
"7","B","D",1474.64718651758,0,4,"uebung",7,32,"w","r"
"8","A","E",427.764815922819,1,4,"uebung",8,32,"w","r"
"9","A","D",395.411928214735,1,4,"uebung",9,32,"w","r"
"10","B","D",1282.37252594486,1,4,"uebung",10,32,"w","r"
"11","B","C",989.241039326028,0,4,"uebung",11,32,"w","r"
"12","A","D",680.895779205793,1,4,"uebung",12,32,"w","r"
"13","B","E",709.813063862174,0,4,"uebung",13,32,"w","r"
"14","B","D",1617.15280203535,1,4,"uebung",14,32,"w","r"
"15","B","D",898.306020376671,1,4,"uebung",15,32,"w","r"
"16","B","E",676.592029536058,1,4,"uebung",16,32,"w","r"
"17","B","C",430.520614735246,1,4,"uebung",17,32,"w","r"
"18","A","C",494.631629774055,1,4,"uebung",18,32,"w","r"
"19","B","C",478.557650049002,1,4,"uebung",19,32,"w","r"
"20","A","E",803.851003221196,1,4,"uebung",20,32,"w","r"
"21","B","C",963.802761002256,1,4,"uebung",21,32,"w","r"
"22","B","E",560.31423985799,1,4,"uebung",22,32,"w","r"
"23","A","D",595.198798222775,0,4,"uebung",23,32,"w","r"
"24","B","E",689.698544028883,0,4,"uebung",24,32,"w","r"
"25","A","C",1033.69823419663,1,4,"uebung",25,32,"w","r"
"26","B","D",700.789000288784,1,4,"uebung",26,32,"w","r"
"27","A","D",483.969755376294,1,4,"uebung",27,32,"w","r"
"28","B","C",346.368129644217,1,4,"uebung",28,32,"w","r"
"29","A","E",938.471631683934,1,4,"uebung",29,32,"w","r"
"30","A","C",88.7530011555533,1,4,"uebung",30,32,"w","r"
"31","A","D",431.258490071821,1,4,"uebung",31,32,"w","r"
"32","A","D",576.104959822345,1,4,"uebung",32,32,"w","r"
"33","A","E",812.682437247906,0,4,"uebung",33,32,"w","r"
"34","A","C",359.34054704041,1,4,"uebung",34,32,"w","r"
"35","A","C",184.21876692123,1,4,"uebung",35,32,"w","r"
"36","A","C",388.635895765377,1,4,"uebung",36,32,"w","r"
"37","A","E",840.381903281775,1,4,"experiment",37,32,"w","r"
"38","B","D",637.327756392854,1,4,"experiment",38,32,"w","r"
"39","A","E",579.886982890375,1,4,"experiment",39,32,"w","r"
"40","A","D",781.497548007334,1,4,"experiment",40,32,"w","r"
"41","B","E",748.957866667868,0,4,"experiment",41,32,"w","r"
"42","B","C",422.248661674163,1,4,"experiment",42,32,"w","r"
"43","B","E",771.539871808399,1,4,"experiment",43,32,"w","r"
"44","B","C",439.637922798532,1,4,"experiment",44,32,"w","r"
"45","B","D",417.765627740931,1,4,"experiment",45,32,"w","r"
"46","A","E",426.025806404757,0,4,"experiment",46,32,"w","r"
"47","B","C",386.787698567835,0,4,"experiment",47,32,"w","r"
"48","A","E",643.986949473703,1,4,"experiment",48,32,"w","r"
"49","A","E",679.827632567819,1,4,"experiment",49,32,"w","r"
"50","B","C",367.193122542416,0,4,"experiment",50,32,"w","r"
"51","B","E",827.421413131516,1,4,"experiment",51,32,"w","r"
"52","B","C",732.23973618426,0,4,"experiment",52,32,"w","r"
"53","B","C",377.527275030232,1,4,"experiment",53,32,"w","r"
"54","B","D",931.317033264642,1,4,"experiment",54,32,"w","r"
"55","B","D",853.409058163894,0,4,"experiment",55,32,"w","r"
"56","B","D",660.590153423432,1,4,"experiment",56,32,"w","r"
"57","A","D",447.528839013694,1,4,"experiment",57,32,"w","r"
"58","B","C",399.662559679217,1,4,"experiment",58,32,"w","r"
"59","B","D",807.894243570614,1,4,"experiment",59,32,"w","r"
"60","A","E",578.863568290126,1,4,"experiment",60,32,"w","r"
"61","A","E",1316.77268321273,0,4,"experiment",61,32,"w","r"
"62","B","D",689.234544259366,1,4,"experiment",62,32,"w","r"
"63","B","D",666.678061340204,1,4,"experiment",63,32,"w","r"
"64","A","D",810.299729838457,1,4,"experiment",64,32,"w","r"
"65","B","D",824.824248939389,1,4,"experiment",65,32,"w","r"
"66","A","C",176.430657283644,0,4,"experiment",66,32,"w","r"
"67","B","C",658.680715893657,1,4,"experiment",67,32,"w","r"
"68","A","D",1016.38859200502,0,4,"experiment",68,32,"w","r"
"69","B","E",737.682116916324,1,4,"experiment",69,32,"w","r"
"70","B","E",855.023447936722,1,4,"experiment",70,32,"w","r"
"71","B","C",734.109360736015,1,4,"experiment",71,32,"w","r"
"72","A","C",213.172331934799,1,4,"experiment",72,32,"w","r"
"73","B","D",349.430919702186,1,4,"experiment",73,32,"w","r"
"74","B","C",596.399303113373,0,4,"experiment",74,32,"w","r"
"75","B","C",488.500550791159,1,4,"experiment",75,32,"w","r"
"76","B","C",547.168497753555,1,4,"experiment",76,32,"w","r"
"77","B","C",436.987747039758,1,4,"experiment",77,32,"w","r"
"78","B","E",422.98948706372,1,4,"experiment",78,32,"w","r"
"79","A","E",768.166784921344,1,4,"experiment",79,32,"w","r"
"80","B","D",881.320968433079,1,4,"experiment",80,32,"w","r"
"81","A","E",1004.26820271646,0,4,"experiment",81,32,"w","r"
"82","A","E",677.648214949649,1,4,"experiment",82,32,"w","r"
"83","A","D",279.013793067166,1,4,"experiment",83,32,"w","r"
"84","A","C",336.462162095748,0,4,"experiment",84,32,"w","r"
"85","B","D",829.124804549262,1,4,"experiment",85,32,"w","r"
"86","B","C",402.829161839056,1,4,"experiment",86,32,"w","r"
"87","B","C",368.840695283514,1,4,"experiment",87,32,"w","r"
"88","B","E",513.851019787222,1,4,"experiment",88,32,"w","r"
"89","B","E",1149.56863153242,1,4,"experiment",89,32,"w","r"
"90","A","C",382.026458726589,1,4,"experiment",90,32,"w","r"
"91","A","E",637.161207358737,1,4,"experiment",91,32,"w","r"
