"","Condition1","Condition2","id","rt","p","corr","vpnr","phase","age","gender","hand"
"1","-1","-1","K2",746.213056143076,0.7,1,2,"uebung",39,"d","l"
"2","-1","-1","K2",1416.02357912564,0.7,1,2,"uebung",39,"d","l"
"3","-1","-1","K2",961.360608106079,0.7,1,2,"uebung",39,"d","l"
"4","-1","-1","K2",850.284516463101,0.7,0,2,"uebung",39,"d","l"
"5","-1","-1","K2",1555.79304281402,0.7,1,2,"uebung",39,"d","l"
"6","-1","-1","K2",1039.86897583672,0.7,0,2,"uebung",39,"d","l"
"7","-1","-1","K2",978.753896012575,0.7,1,2,"experiment",39,"d","l"
"8","-1","-1","K2",1084.86648336591,0.7,0,2,"experiment",39,"d","l"
"9","-1","-1","K2",1110.73521950583,0.7,1,2,"experiment",39,"d","l"
"10","-1","-1","K2",1099.70894267512,0.7,1,2,"experiment",39,"d","l"
"11","-1","-1","K2",1136.4091573018,0.7,0,2,"experiment",39,"d","l"
"12","-1","-1","K2",1370.44265716049,0.7,1,2,"experiment",39,"d","l"
"13","-1","-1","K2",899.037461016916,0.7,1,2,"experiment",39,"d","l"
"14","-1","-1","K2",1153.9692150561,0.7,1,2,"experiment",39,"d","l"
"15","-1","-1","K2",1228.50155779402,0.7,1,2,"experiment",39,"d","l"
"16","-1","-1","K2",1209.6156935863,0.7,1,2,"experiment",39,"d","l"
"17","-1","-1","K2",1212.80771982391,0.7,1,2,"experiment",39,"d","l"
"18","-1","-1","K2",1116.2747725664,0.7,1,2,"experiment",39,"d","l"
"19","-1","-1","K2",1694.15851099813,0.7,1,2,"experiment",39,"d","l"
"20","-1","-1","K2",1086.17396952453,0.7,1,2,"experiment",39,"d","l"
"21","-1","-1","K2",1374.79124728237,0.7,0,2,"experiment",39,"d","l"
"22","-1","-1","K2",1278.47673538517,0.7,1,2,"experiment",39,"d","l"
"23","-1","-1","K2",1143.66627601269,0.7,1,2,"experiment",39,"d","l"
"24","-1","-1","K2",1410.49939548704,0.7,1,2,"experiment",39,"d","l"
"25","-1","-1","K2",1114.0278068475,0.7,0,2,"experiment",39,"d","l"
"26","-1","-1","K2",803.212792444241,0.7,1,2,"experiment",39,"d","l"
"27","-1","-1","K2",1255.91368324954,0.7,1,2,"experiment",39,"d","l"
"28","-1","-1","K2",1247.79323751218,0.7,1,2,"experiment",39,"d","l"
"29","-1","-1","K2",990.93120783766,0.7,1,2,"experiment",39,"d","l"
"30","-1","-1","K2",1202.53206835315,0.7,1,2,"experiment",39,"d","l"
"31","-1","-1","K2",1148.10499795801,0.7,1,2,"experiment",39,"d","l"
"32","-1","-1","K2",1057.98380954971,0.7,0,2,"experiment",39,"d","l"
"33","-1","-1","K2",1197.8303221593,0.7,1,2,"experiment",39,"d","l"
"34","-1","-1","K2",1349.40969787559,0.7,0,2,"experiment",39,"d","l"
"35","-1","-1","K2",1242.43371641115,0.7,1,2,"experiment",39,"d","l"
"36","-1","-1","K2",1063.57215282224,0.7,0,2,"experiment",39,"d","l"
"37","-1","-1","K2",957.784295713043,0.7,1,2,"experiment",39,"d","l"
"38","-1","-1","K2",1080.2161362673,0.7,1,2,"experiment",39,"d","l"
"39","-1","-1","K2",1522.67966766648,0.7,1,2,"experiment",39,"d","l"
"40","-1","-1","K2",1322.26313063039,0.7,1,2,"experiment",39,"d","l"
"41","-1","-1","K2",1280.17740399885,0.7,0,2,"experiment",39,"d","l"
"42","-1","-1","K2",1626.44473912784,0.7,0,2,"experiment",39,"d","l"
"43","-1","-1","K2",2016.31690004266,0.7,0,2,"experiment",39,"d","l"
