"","Condition1","Condition2","id","rt","p","corr","vpnr","phase","age","gender","hand"
"1","-1","-1","K1",1131.5631179671,0.7,0,1,"uebung",40,"w","r"
"2","-1","-1","K1",1442.00876553058,0.7,1,1,"uebung",40,"w","r"
"3","-1","-1","K1",966.480692783329,0.7,1,1,"uebung",40,"w","r"
"4","-1","-1","K1",1421.68517454328,0.7,1,1,"uebung",40,"w","r"
"5","-1","-1","K1",1543.27031060763,0.7,1,1,"uebung",40,"w","r"
"6","-1","-1","K1",1179.66038988073,0.7,1,1,"uebung",40,"w","r"
"7","-1","-1","K1",1161.25739163607,0.7,1,1,"experiment",40,"w","r"
"8","-1","-1","K1",874.457006044508,0.7,0,1,"experiment",40,"w","r"
"9","-1","-1","K1",968.589615077553,0.7,0,1,"experiment",40,"w","r"
"10","-1","-1","K1",953.695987872518,0.7,0,1,"experiment",40,"w","r"
"11","-1","-1","K1",1196.08163594034,0.7,1,1,"experiment",40,"w","r"
"12","-1","-1","K1",1046.93686958839,0.7,1,1,"experiment",40,"w","r"
"13","-1","-1","K1",1258.06391325163,0.7,1,1,"experiment",40,"w","r"
"14","-1","-1","K1",1096.00481783454,0.7,1,1,"experiment",40,"w","r"
"15","-1","-1","K1",1216.92318180553,0.7,1,1,"experiment",40,"w","r"
"16","-1","-1","K1",1927.69205179569,0.7,1,1,"experiment",40,"w","r"
"17","-1","-1","K1",1045.22372811722,0.7,1,1,"experiment",40,"w","r"
"18","-1","-1","K1",1264.80203247377,0.7,0,1,"experiment",40,"w","r"
"19","-1","-1","K1",1510.13192060353,0.7,1,1,"experiment",40,"w","r"
"20","-1","-1","K1",971.586553872631,0.7,1,1,"experiment",40,"w","r"
"21","-1","-1","K1",1174.21292430764,0.7,1,1,"experiment",40,"w","r"
"22","-1","-1","K1",924.431017813651,0.7,0,1,"experiment",40,"w","r"
"23","-1","-1","K1",996.989154887625,0.7,0,1,"experiment",40,"w","r"
"24","-1","-1","K1",1047.7836768629,0.7,1,1,"experiment",40,"w","r"
"25","-1","-1","K1",793.44724834665,0.7,1,1,"experiment",40,"w","r"
"26","-1","-1","K1",1046.21432410884,0.7,0,1,"experiment",40,"w","r"
"27","-1","-1","K1",1371.9309877141,0.7,1,1,"experiment",40,"w","r"
"28","-1","-1","K1",1028.5053693137,0.7,1,1,"experiment",40,"w","r"
"29","-1","-1","K1",1089.01994958039,0.7,1,1,"experiment",40,"w","r"
"30","-1","-1","K1",1145.250433625,0.7,1,1,"experiment",40,"w","r"
"31","-1","-1","K1",1094.13460340091,0.7,1,1,"experiment",40,"w","r"
"32","-1","-1","K1",958.708255609603,0.7,1,1,"experiment",40,"w","r"
"33","-1","-1","K1",1315.67505223106,0.7,1,1,"experiment",40,"w","r"
"34","-1","-1","K1",1184.34050402772,0.7,1,1,"experiment",40,"w","r"
"35","-1","-1","K1",1280.52627086849,0.7,1,1,"experiment",40,"w","r"
"36","-1","-1","K1",912.733843048859,0.7,1,1,"experiment",40,"w","r"
"37","-1","-1","K1",1221.32602112659,0.7,1,1,"experiment",40,"w","r"
"38","-1","-1","K1",1058.41143009093,0.7,0,1,"experiment",40,"w","r"
"39","-1","-1","K1",1308.36012115729,0.7,1,1,"experiment",40,"w","r"
"40","-1","-1","K1",1171.50585804314,0.7,1,1,"experiment",40,"w","r"
"41","-1","-1","K1",1269.80710729147,0.7,0,1,"experiment",40,"w","r"
"42","-1","-1","K1",1121.8114172084,0.7,1,1,"experiment",40,"w","r"
"43","-1","-1","K1",1110.70905247174,0.7,1,1,"experiment",40,"w","r"
"44","-1","-1","K1",1275.82689826399,0.7,1,1,"experiment",40,"w","r"
"45","-1","-1","K1",819.962919864443,0.7,1,1,"experiment",40,"w","r"
"46","-1","-1","K1",1086.87237571603,0.7,1,1,"experiment",40,"w","r"
"47","-1","-1","K1",1227.70352584373,0.7,1,1,"experiment",40,"w","r"
"48","-1","-1","K1",1199.82189565732,0.7,1,1,"experiment",40,"w","r"
"49","-1","-1","K1",1087.04451885229,0.7,1,1,"experiment",40,"w","r"
"50","-1","-1","K1",1359.31882459759,0.7,1,1,"experiment",40,"w","r"
"51","-1","-1","K1",1069.84759410599,0.7,0,1,"experiment",40,"w","r"
"52","-1","-1","K1",986.89888443934,0.7,1,1,"experiment",40,"w","r"
"53","-1","-1","K1",883.083198814367,0.7,1,1,"experiment",40,"w","r"
"54","-1","-1","K1",906.672763339589,0.7,1,1,"experiment",40,"w","r"
"55","-1","-1","K1",1018.28677717626,0.7,1,1,"experiment",40,"w","r"
"56","-1","-1","K1",1105.55375967299,0.7,1,1,"experiment",40,"w","r"
"57","-1","-1","K1",1180.39086462234,0.7,1,1,"experiment",40,"w","r"
"58","-1","-1","K1",1056.52889842093,0.7,0,1,"experiment",40,"w","r"
"59","-1","-1","K1",1452.44762281419,0.7,1,1,"experiment",40,"w","r"
"60","-1","-1","K1",1008.54772882366,0.7,1,1,"experiment",40,"w","r"
"61","1","-1","K1",1131.61316876461,0.8,1,1,"uebung",40,"w","r"
"62","1","-1","K1",1077.84466531522,0.8,1,1,"uebung",40,"w","r"
"63","1","-1","K1",1226.44396867645,0.8,1,1,"uebung",40,"w","r"
"64","1","-1","K1",1045.58651740814,0.8,0,1,"uebung",40,"w","r"
"65","1","-1","K1",1140.1584183522,0.8,1,1,"uebung",40,"w","r"
"66","1","-1","K1",1307.71375272592,0.8,0,1,"uebung",40,"w","r"
