"","Condition1","Condition2","id","rt","p","corr","vpnr","phase","age","gender","hand"
"1","-1","-1","K6",1501.92933888067,0.7,1,6,"uebung",30,"w","l"
"2","-1","-1","K6",1088.18102489602,0.7,1,6,"uebung",30,"w","l"
"3","-1","-1","K6",1125.82137156321,0.7,0,6,"uebung",30,"w","l"
"4","-1","-1","K6",1514.18774909662,0.7,1,6,"uebung",30,"w","l"
"5","-1","-1","K6",1346.50310833321,0.7,1,6,"uebung",30,"w","l"
"6","-1","-1","K6",1195.084052115,0.7,1,6,"uebung",30,"w","l"
"7","-1","-1","K6",1232.49306839301,0.7,1,6,"experiment",30,"w","l"
"8","-1","-1","K6",1562.70072577562,0.7,1,6,"experiment",30,"w","l"
"9","-1","-1","K6",1090.70240038863,0.7,1,6,"experiment",30,"w","l"
"10","-1","-1","K6",1116.46469119663,0.7,1,6,"experiment",30,"w","l"
"11","-1","-1","K6",1689.27439977262,0.7,1,6,"experiment",30,"w","l"
"12","-1","-1","K6",1140.24758720037,0.7,1,6,"experiment",30,"w","l"
"13","-1","-1","K6",1205.59700800069,0.7,1,6,"experiment",30,"w","l"
"14","-1","-1","K6",1365.00207575435,0.7,0,6,"experiment",30,"w","l"
"15","-1","-1","K6",1165.61024226301,0.7,0,6,"experiment",30,"w","l"
"16","-1","-1","K6",1453.29338419235,0.7,1,6,"experiment",30,"w","l"
"17","-1","-1","K6",1284.06491854096,0.7,0,6,"experiment",30,"w","l"
"18","-1","-1","K6",1004.51516414594,0.7,1,6,"experiment",30,"w","l"
"19","-1","-1","K6",1252.50057586131,0.7,0,6,"experiment",30,"w","l"
"20","-1","-1","K6",1364.03288315444,0.7,1,6,"experiment",30,"w","l"
"21","-1","-1","K6",1063.08767356487,0.7,1,6,"experiment",30,"w","l"
"22","-1","-1","K6",1441.68587405219,0.7,1,6,"experiment",30,"w","l"
"23","-1","-1","K6",1165.87559042024,0.7,1,6,"experiment",30,"w","l"
"24","-1","-1","K6",1102.32691186029,0.7,0,6,"experiment",30,"w","l"
"25","-1","-1","K6",2120.13127106201,0.7,1,6,"experiment",30,"w","l"
"26","-1","-1","K6",1327.58879392672,0.7,1,6,"experiment",30,"w","l"
"27","-1","-1","K6",1162.46727915816,0.7,1,6,"experiment",30,"w","l"
"28","-1","-1","K6",1070.99918570021,0.7,0,6,"experiment",30,"w","l"
"29","-1","-1","K6",1124.99871715182,0.7,1,6,"experiment",30,"w","l"
"30","-1","-1","K6",1088.73968513831,0.7,1,6,"experiment",30,"w","l"
"31","-1","-1","K6",1335.31880287377,0.7,0,6,"experiment",30,"w","l"
"32","-1","-1","K6",1144.58022871709,0.7,1,6,"experiment",30,"w","l"
"33","-1","-1","K6",1255.07164495182,0.7,1,6,"experiment",30,"w","l"
"34","-1","-1","K6",1064.23125556253,0.7,1,6,"experiment",30,"w","l"
"35","-1","-1","K6",1087.54337345524,0.7,0,6,"experiment",30,"w","l"
"36","-1","-1","K6",1574.29636795932,0.7,0,6,"experiment",30,"w","l"
"37","-1","-1","K6",1011.29879183477,0.7,1,6,"experiment",30,"w","l"
"38","-1","-1","K6",1167.45607332166,0.7,1,6,"experiment",30,"w","l"
"39","-1","-1","K6",1366.26001984072,0.7,1,6,"experiment",30,"w","l"
"40","-1","-1","K6",1104.68081410952,0.7,1,6,"experiment",30,"w","l"
"41","-1","-1","K6",1197.35692162376,0.7,1,6,"experiment",30,"w","l"
"42","-1","-1","K6",940.549755512328,0.7,1,6,"experiment",30,"w","l"
"43","-1","-1","K6",1273.20213171888,0.7,1,6,"experiment",30,"w","l"
"44","-1","-1","K6",1187.29010120681,0.7,1,6,"experiment",30,"w","l"
"45","-1","-1","K6",1125.79485359172,0.7,1,6,"experiment",30,"w","l"
"46","-1","-1","K6",1052.74724581266,0.7,0,6,"experiment",30,"w","l"
"47","-1","-1","K6",938.933046691856,0.7,1,6,"experiment",30,"w","l"
"48","-1","-1","K6",1106.07912138104,0.7,1,6,"experiment",30,"w","l"
"49","-1","-1","K6",1188.00226828614,0.7,1,6,"experiment",30,"w","l"
"50","-1","-1","K6",1115.14471865932,0.7,0,6,"experiment",30,"w","l"
"51","-1","-1","K6",1998.31846772142,0.7,1,6,"experiment",30,"w","l"
"52","-1","-1","K6",935.367598952678,0.7,1,6,"experiment",30,"w","l"
"53","-1","-1","K6",962.519468304387,0.7,1,6,"experiment",30,"w","l"
"54","-1","-1","K6",1267.57597773782,0.7,0,6,"experiment",30,"w","l"
"55","-1","-1","K6",1024.38432558271,0.7,1,6,"experiment",30,"w","l"
"56","-1","-1","K6",1213.66084561992,0.7,0,6,"experiment",30,"w","l"
"57","-1","-1","K6",978.404174339649,0.7,0,6,"experiment",30,"w","l"
"58","-1","-1","K6",1255.15056611299,0.7,0,6,"experiment",30,"w","l"
"59","-1","-1","K6",1114.05291056689,0.7,1,6,"experiment",30,"w","l"
"60","-1","-1","K6",1060.25125397305,0.7,1,6,"experiment",30,"w","l"
"61","1","-1","K6",1591.79417186315,0.8,1,6,"uebung",30,"w","l"
"62","1","-1","K6",964.897825098724,0.8,1,6,"uebung",30,"w","l"
"63","1","-1","K6",1201.28306659862,0.8,1,6,"uebung",30,"w","l"
"64","1","-1","K6",1822.94291754846,0.8,1,6,"uebung",30,"w","l"
"65","1","-1","K6",1184.29385174201,0.8,1,6,"uebung",30,"w","l"
"66","1","-1","K6",1599.95045913638,0.8,1,6,"uebung",30,"w","l"
"67","1","-1","K6",1037.17195929637,0.8,1,6,"experiment",30,"w","l"
"68","1","-1","K6",1151.17603884694,0.8,1,6,"experiment",30,"w","l"
"69","1","-1","K6",1239.9958914282,0.8,1,6,"experiment",30,"w","l"
"70","1","-1","K6",1016.5258484238,0.8,0,6,"experiment",30,"w","l"
"71","1","-1","K6",1474.45477522468,0.8,1,6,"experiment",30,"w","l"
"72","1","-1","K6",1194.43406118813,0.8,1,6,"experiment",30,"w","l"
"73","1","-1","K6",1981.55664111013,0.8,0,6,"experiment",30,"w","l"
"74","1","-1","K6",1218.61529254251,0.8,1,6,"experiment",30,"w","l"
"75","1","-1","K6",1567.62128630885,0.8,1,6,"experiment",30,"w","l"
"76","1","-1","K6",939.593193166399,0.8,1,6,"experiment",30,"w","l"
"77","1","-1","K6",1092.73700629713,0.8,0,6,"experiment",30,"w","l"
"78","1","-1","K6",1178.03849694418,0.8,1,6,"experiment",30,"w","l"
"79","1","-1","K6",1145.52369093327,0.8,1,6,"experiment",30,"w","l"
"80","1","-1","K6",1241.05663153848,0.8,0,6,"experiment",30,"w","l"
"81","1","-1","K6",1355.66487512903,0.8,0,6,"experiment",30,"w","l"
"82","1","-1","K6",1709.28315682285,0.8,1,6,"experiment",30,"w","l"
"83","1","-1","K6",1226.25288274312,0.8,1,6,"experiment",30,"w","l"
"84","1","-1","K6",1059.48757234731,0.8,1,6,"experiment",30,"w","l"
"85","1","-1","K6",1280.98558643039,0.8,0,6,"experiment",30,"w","l"
"86","1","-1","K6",2057.78319724761,0.8,1,6,"experiment",30,"w","l"
"87","1","-1","K6",1034.14062756452,0.8,1,6,"experiment",30,"w","l"
"88","1","-1","K6",1546.67868618772,0.8,1,6,"experiment",30,"w","l"
"89","1","-1","K6",1157.20038653536,0.8,1,6,"experiment",30,"w","l"
"90","1","-1","K6",1215.66146813553,0.8,1,6,"experiment",30,"w","l"
"91","1","-1","K6",1085.0068024604,0.8,1,6,"experiment",30,"w","l"
"92","1","-1","K6",1164.29230991356,0.8,1,6,"experiment",30,"w","l"
"93","1","-1","K6",1084.71323268044,0.8,1,6,"experiment",30,"w","l"
"94","1","-1","K6",1306.04000729164,0.8,0,6,"experiment",30,"w","l"
"95","1","-1","K6",1113.91781198778,0.8,1,6,"experiment",30,"w","l"
"96","1","-1","K6",1550.30303099352,0.8,1,6,"experiment",30,"w","l"
"97","1","-1","K6",1159.01361954654,0.8,1,6,"experiment",30,"w","l"
"98","1","-1","K6",1610.24780386324,0.8,1,6,"experiment",30,"w","l"
"99","1","-1","K6",1227.03867639225,0.8,1,6,"experiment",30,"w","l"
"100","1","-1","K6",1261.07640716317,0.8,1,6,"experiment",30,"w","l"
"101","1","-1","K6",1362.10821160646,0.8,1,6,"experiment",30,"w","l"
"102","1","-1","K6",1103.89552454526,0.8,1,6,"experiment",30,"w","l"
"103","1","-1","K6",1144.61236496988,0.8,1,6,"experiment",30,"w","l"
"104","1","-1","K6",1493.66315521293,0.8,1,6,"experiment",30,"w","l"
"105","1","-1","K6",1094.53402268192,0.8,0,6,"experiment",30,"w","l"
"106","1","-1","K6",1476.06374565105,0.8,1,6,"experiment",30,"w","l"
"107","1","-1","K6",1682.76237198385,0.8,1,6,"experiment",30,"w","l"
"108","1","-1","K6",1131.25067983938,0.8,1,6,"experiment",30,"w","l"
"109","1","-1","K6",1461.70835728813,0.8,1,6,"experiment",30,"w","l"
"110","1","-1","K6",1066.60033933292,0.8,1,6,"experiment",30,"w","l"
"111","1","-1","K6",1378.222895466,0.8,1,6,"experiment",30,"w","l"
"112","1","-1","K6",1204.31856085316,0.8,1,6,"experiment",30,"w","l"
"113","1","-1","K6",1717.52608542237,0.8,1,6,"experiment",30,"w","l"
"114","1","-1","K6",1295.77149828497,0.8,1,6,"experiment",30,"w","l"
"115","1","-1","K6",1078.04203139062,0.8,1,6,"experiment",30,"w","l"
"116","1","-1","K6",1187.60384294735,0.8,1,6,"experiment",30,"w","l"
"117","1","-1","K6",1875.39840540447,0.8,1,6,"experiment",30,"w","l"
"118","1","-1","K6",1068.39756283197,0.8,1,6,"experiment",30,"w","l"
"119","1","-1","K6",1536.8069933112,0.8,1,6,"experiment",30,"w","l"
"120","1","-1","K6",1095.02552440097,0.8,0,6,"experiment",30,"w","l"
"121","-1","1","K6",1272.391713371,0.8,1,6,"uebung",30,"w","l"
"122","-1","1","K6",1394.73676146854,0.8,1,6,"uebung",30,"w","l"
"123","-1","1","K6",1344.67944975436,0.8,1,6,"uebung",30,"w","l"
"124","-1","1","K6",1358.70432530547,0.8,1,6,"uebung",30,"w","l"
"125","-1","1","K6",1224.1098256266,0.8,1,6,"uebung",30,"w","l"
"126","-1","1","K6",1277.58386862911,0.8,0,6,"uebung",30,"w","l"
"127","-1","1","K6",1193.37999677818,0.8,1,6,"experiment",30,"w","l"
"128","-1","1","K6",1106.93478704365,0.8,1,6,"experiment",30,"w","l"
"129","-1","1","K6",985.819736688827,0.8,0,6,"experiment",30,"w","l"
"130","-1","1","K6",1184.50689736966,0.8,1,6,"experiment",30,"w","l"
"131","-1","1","K6",1375.05225661353,0.8,1,6,"experiment",30,"w","l"
"132","-1","1","K6",1042.55463928167,0.8,1,6,"experiment",30,"w","l"
"133","-1","1","K6",1906.21021807297,0.8,1,6,"experiment",30,"w","l"
"134","-1","1","K6",1416.79063963541,0.8,0,6,"experiment",30,"w","l"
"135","-1","1","K6",1880.18311211765,0.8,1,6,"experiment",30,"w","l"
"136","-1","1","K6",959.111563554736,0.8,1,6,"experiment",30,"w","l"
"137","-1","1","K6",1244.71257603885,0.8,1,6,"experiment",30,"w","l"
"138","-1","1","K6",1170.22445040571,0.8,1,6,"experiment",30,"w","l"
"139","-1","1","K6",1193.8878714031,0.8,1,6,"experiment",30,"w","l"
"140","-1","1","K6",1170.9034106638,0.8,1,6,"experiment",30,"w","l"
"141","-1","1","K6",1247.09737123587,0.8,1,6,"experiment",30,"w","l"
"142","-1","1","K6",1109.74065222779,0.8,0,6,"experiment",30,"w","l"
"143","-1","1","K6",1494.65358003316,0.8,1,6,"experiment",30,"w","l"
"144","-1","1","K6",2075.09849613283,0.8,1,6,"experiment",30,"w","l"
"145","-1","1","K6",1612.6514962149,0.8,1,6,"experiment",30,"w","l"
"146","-1","1","K6",1941.64993167808,0.8,1,6,"experiment",30,"w","l"
"147","-1","1","K6",1294.03962131884,0.8,1,6,"experiment",30,"w","l"
"148","-1","1","K6",1128.19571014285,0.8,1,6,"experiment",30,"w","l"
"149","-1","1","K6",1484.33338603471,0.8,0,6,"experiment",30,"w","l"
"150","-1","1","K6",1301.92660677063,0.8,1,6,"experiment",30,"w","l"
"151","-1","1","K6",1208.04791345925,0.8,1,6,"experiment",30,"w","l"
"152","-1","1","K6",1276.81874771593,0.8,1,6,"experiment",30,"w","l"
"153","-1","1","K6",1314.31497635843,0.8,1,6,"experiment",30,"w","l"
"154","-1","1","K6",1302.56860316026,0.8,1,6,"experiment",30,"w","l"
"155","-1","1","K6",1507.83412310098,0.8,1,6,"experiment",30,"w","l"
"156","-1","1","K6",1312.40450210156,0.8,0,6,"experiment",30,"w","l"
"157","-1","1","K6",2859.99840112243,0.8,1,6,"experiment",30,"w","l"
"158","-1","1","K6",1105.36695254296,0.8,1,6,"experiment",30,"w","l"
"159","-1","1","K6",1203.27662181525,0.8,1,6,"experiment",30,"w","l"
"160","-1","1","K6",914.828245735232,0.8,1,6,"experiment",30,"w","l"
"161","-1","1","K6",1106.03838426567,0.8,1,6,"experiment",30,"w","l"
