"","Condition1","Condition2","id","rt","p","corr","vpnr","phase","age","gender","hand"
"1","-1","-1","K14",1843.51157083589,0.7,1,14,"uebung",27,"keine Angabe","r"
"2","-1","-1","K14",927.827980986871,0.7,1,14,"uebung",27,"keine Angabe","r"
"3","-1","-1","K14",1060.37982040633,0.7,0,14,"uebung",27,"keine Angabe","r"
"4","-1","-1","K14",1244.94641795344,0.7,1,14,"uebung",27,"keine Angabe","r"
"5","-1","-1","K14",1029.70309666597,0.7,1,14,"uebung",27,"keine Angabe","r"
"6","-1","-1","K14",914.212929764779,0.7,1,14,"uebung",27,"keine Angabe","r"
"7","-1","-1","K14",848.298602105144,0.7,0,14,"experiment",27,"keine Angabe","r"
"8","-1","-1","K14",1246.9013392517,0.7,1,14,"experiment",27,"keine Angabe","r"
"9","-1","-1","K14",1085.67458086927,0.7,1,14,"experiment",27,"keine Angabe","r"
"10","-1","-1","K14",1099.35414884528,0.7,0,14,"experiment",27,"keine Angabe","r"
"11","-1","-1","K14",968.201223845939,0.7,1,14,"experiment",27,"keine Angabe","r"
"12","-1","-1","K14",1114.07538491342,0.7,1,14,"experiment",27,"keine Angabe","r"
"13","-1","-1","K14",934.928152917442,0.7,1,14,"experiment",27,"keine Angabe","r"
"14","-1","-1","K14",739.426374664759,0.7,1,14,"experiment",27,"keine Angabe","r"
"15","-1","-1","K14",951.777146298861,0.7,1,14,"experiment",27,"keine Angabe","r"
"16","-1","-1","K14",766.999005872797,0.7,0,14,"experiment",27,"keine Angabe","r"
"17","-1","-1","K14",1067.50324603478,0.7,0,14,"experiment",27,"keine Angabe","r"
"18","-1","-1","K14",1061.59129542454,0.7,0,14,"experiment",27,"keine Angabe","r"
"19","-1","-1","K14",933.797673795041,0.7,1,14,"experiment",27,"keine Angabe","r"
"20","-1","-1","K14",1546.34016645847,0.7,0,14,"experiment",27,"keine Angabe","r"
"21","-1","-1","K14",1207.21231005705,0.7,1,14,"experiment",27,"keine Angabe","r"
"22","-1","-1","K14",1254.36385864024,0.7,1,14,"experiment",27,"keine Angabe","r"
"23","-1","-1","K14",1025.07612794873,0.7,1,14,"experiment",27,"keine Angabe","r"
"24","-1","-1","K14",1015.17987311108,0.7,0,14,"experiment",27,"keine Angabe","r"
"25","-1","-1","K14",923.270491820273,0.7,1,14,"experiment",27,"keine Angabe","r"
"26","-1","-1","K14",1359.46574737117,0.7,1,14,"experiment",27,"keine Angabe","r"
"27","-1","-1","K14",1330.75612390636,0.7,1,14,"experiment",27,"keine Angabe","r"
"28","-1","-1","K14",1011.50916744879,0.7,1,14,"experiment",27,"keine Angabe","r"
"29","-1","-1","K14",1103.45594133708,0.7,1,14,"experiment",27,"keine Angabe","r"
"30","-1","-1","K14",1033.45716139123,0.7,1,14,"experiment",27,"keine Angabe","r"
"31","-1","-1","K14",1807.24567574264,0.7,1,14,"experiment",27,"keine Angabe","r"
"32","-1","-1","K14",1455.33449401463,0.7,1,14,"experiment",27,"keine Angabe","r"
"33","-1","-1","K14",1048.23425352679,0.7,1,14,"experiment",27,"keine Angabe","r"
"34","-1","-1","K14",857.203747432304,0.7,0,14,"experiment",27,"keine Angabe","r"
"35","-1","-1","K14",942.926640106831,0.7,1,14,"experiment",27,"keine Angabe","r"
"36","-1","-1","K14",1009.72423220952,0.7,0,14,"experiment",27,"keine Angabe","r"
"37","-1","-1","K14",1142.68542829257,0.7,1,14,"experiment",27,"keine Angabe","r"
"38","-1","-1","K14",900.594863074881,0.7,0,14,"experiment",27,"keine Angabe","r"
"39","-1","-1","K14",1135.29559280444,0.7,1,14,"experiment",27,"keine Angabe","r"
"40","-1","-1","K14",946.573576291093,0.7,0,14,"experiment",27,"keine Angabe","r"
"41","-1","-1","K14",826.886167592199,0.7,1,14,"experiment",27,"keine Angabe","r"
"42","-1","-1","K14",801.872914115694,0.7,1,14,"experiment",27,"keine Angabe","r"
"43","-1","-1","K14",1047.01997125542,0.7,1,14,"experiment",27,"keine Angabe","r"
"44","-1","-1","K14",1057.63224658165,0.7,1,14,"experiment",27,"keine Angabe","r"
"45","-1","-1","K14",1071.27824565327,0.7,0,14,"experiment",27,"keine Angabe","r"
"46","-1","-1","K14",1264.98726731351,0.7,0,14,"experiment",27,"keine Angabe","r"
"47","-1","-1","K14",833.734194543879,0.7,0,14,"experiment",27,"keine Angabe","r"
"48","-1","-1","K14",1019.7936955044,0.7,1,14,"experiment",27,"keine Angabe","r"
"49","-1","-1","K14",836.318772107454,0.7,1,14,"experiment",27,"keine Angabe","r"
"50","-1","-1","K14",984.671481166646,0.7,1,14,"experiment",27,"keine Angabe","r"
"51","-1","-1","K14",990.048666556571,0.7,1,14,"experiment",27,"keine Angabe","r"
"52","-1","-1","K14",1164.32332247011,0.7,1,14,"experiment",27,"keine Angabe","r"
"53","-1","-1","K14",1200.90131804114,0.7,1,14,"experiment",27,"keine Angabe","r"
"54","-1","-1","K14",1387.28865872151,0.7,1,14,"experiment",27,"keine Angabe","r"
"55","-1","-1","K14",1068.54937147568,0.7,0,14,"experiment",27,"keine Angabe","r"
"56","-1","-1","K14",1267.00444573495,0.7,1,14,"experiment",27,"keine Angabe","r"
"57","-1","-1","K14",1021.34358644232,0.7,1,14,"experiment",27,"keine Angabe","r"
"58","-1","-1","K14",1212.82316117799,0.7,1,14,"experiment",27,"keine Angabe","r"
"59","-1","-1","K14",1138.61577149925,0.7,1,14,"experiment",27,"keine Angabe","r"
"60","-1","-1","K14",1410.76698309405,0.7,1,14,"experiment",27,"keine Angabe","r"
"61","1","-1","K14",827.751188261636,0.8,1,14,"uebung",27,"keine Angabe","r"
"62","1","-1","K14",936.372283505357,0.8,0,14,"uebung",27,"keine Angabe","r"
"63","1","-1","K14",1158.31159258933,0.8,1,14,"uebung",27,"keine Angabe","r"
"64","1","-1","K14",1076.66806165445,0.8,0,14,"uebung",27,"keine Angabe","r"
"65","1","-1","K14",998.290365608597,0.8,0,14,"uebung",27,"keine Angabe","r"
"66","1","-1","K14",1306.03151550306,0.8,1,14,"uebung",27,"keine Angabe","r"
"67","1","-1","K14",950.586553745809,0.8,1,14,"experiment",27,"keine Angabe","r"
"68","1","-1","K14",991.783083387432,0.8,1,14,"experiment",27,"keine Angabe","r"
"69","1","-1","K14",1015.81076110171,0.8,0,14,"experiment",27,"keine Angabe","r"
"70","1","-1","K14",1243.36610448733,0.8,0,14,"experiment",27,"keine Angabe","r"
"71","1","-1","K14",864.571128965003,0.8,1,14,"experiment",27,"keine Angabe","r"
"72","1","-1","K14",1103.5501740742,0.8,0,14,"experiment",27,"keine Angabe","r"
"73","1","-1","K14",1114.312561452,0.8,0,14,"experiment",27,"keine Angabe","r"
"74","1","-1","K14",1334.25345178189,0.8,0,14,"experiment",27,"keine Angabe","r"
"75","1","-1","K14",1032.18800219347,0.8,0,14,"experiment",27,"keine Angabe","r"
"76","1","-1","K14",827.821547097812,0.8,1,14,"experiment",27,"keine Angabe","r"
"77","1","-1","K14",995.36255770197,0.8,1,14,"experiment",27,"keine Angabe","r"
"78","1","-1","K14",1152.52564347708,0.8,0,14,"experiment",27,"keine Angabe","r"
"79","1","-1","K14",1125.64079958533,0.8,1,14,"experiment",27,"keine Angabe","r"
"80","1","-1","K14",1330.31159798003,0.8,0,14,"experiment",27,"keine Angabe","r"
"81","1","-1","K14",1544.43753900145,0.8,1,14,"experiment",27,"keine Angabe","r"
"82","1","-1","K14",1201.88701744373,0.8,1,14,"experiment",27,"keine Angabe","r"
"83","1","-1","K14",1673.34893717723,0.8,1,14,"experiment",27,"keine Angabe","r"
"84","1","-1","K14",1473.7910294789,0.8,1,14,"experiment",27,"keine Angabe","r"
"85","1","-1","K14",1261.15326390966,0.8,1,14,"experiment",27,"keine Angabe","r"
"86","1","-1","K14",1074.73938697494,0.8,1,14,"experiment",27,"keine Angabe","r"
"87","1","-1","K14",1509.41826820673,0.8,1,14,"experiment",27,"keine Angabe","r"
"88","1","-1","K14",1067.98929509792,0.8,1,14,"experiment",27,"keine Angabe","r"
"89","1","-1","K14",1353.39451051933,0.8,1,14,"experiment",27,"keine Angabe","r"
"90","1","-1","K14",1281.26315035941,0.8,0,14,"experiment",27,"keine Angabe","r"
"91","1","-1","K14",977.034931121366,0.8,1,14,"experiment",27,"keine Angabe","r"
"92","1","-1","K14",1055.70411649993,0.8,1,14,"experiment",27,"keine Angabe","r"
"93","1","-1","K14",1449.34451788438,0.8,1,14,"experiment",27,"keine Angabe","r"
"94","1","-1","K14",1468.96216000706,0.8,1,14,"experiment",27,"keine Angabe","r"
"95","1","-1","K14",766.083696686813,0.8,1,14,"experiment",27,"keine Angabe","r"
"96","1","-1","K14",1751.27137700346,0.8,1,14,"experiment",27,"keine Angabe","r"
"97","1","-1","K14",1049.03315627792,0.8,1,14,"experiment",27,"keine Angabe","r"
"98","1","-1","K14",995.760118230358,0.8,1,14,"experiment",27,"keine Angabe","r"
"99","1","-1","K14",1114.75797153133,0.8,1,14,"experiment",27,"keine Angabe","r"
"100","1","-1","K14",923.188497451194,0.8,0,14,"experiment",27,"keine Angabe","r"
"101","1","-1","K14",1135.58676203622,0.8,0,14,"experiment",27,"keine Angabe","r"
