"","Condition1","Condition2","id","rt","p","corr","vpnr","phase","age","gender","hand"
"1","-1","-1","K11",1292.51916160888,0.7,1,11,"uebung",26,"m","r"
"2","-1","-1","K11",920.421389530019,0.7,1,11,"uebung",26,"m","r"
"3","-1","-1","K11",1016.49232852251,0.7,0,11,"uebung",26,"m","r"
"4","-1","-1","K11",1123.43113917294,0.7,0,11,"uebung",26,"m","r"
"5","-1","-1","K11",924.841384850703,0.7,1,11,"uebung",26,"m","r"
"6","-1","-1","K11",1127.54122269345,0.7,1,11,"uebung",26,"m","r"
"7","-1","-1","K11",1051.44621043082,0.7,0,11,"experiment",26,"m","r"
"8","-1","-1","K11",1728.56147091324,0.7,1,11,"experiment",26,"m","r"
"9","-1","-1","K11",1108.87872971027,0.7,0,11,"experiment",26,"m","r"
"10","-1","-1","K11",909.311900006785,0.7,1,11,"experiment",26,"m","r"
"11","-1","-1","K11",1154.82297180989,0.7,1,11,"experiment",26,"m","r"
"12","-1","-1","K11",997.411041350852,0.7,1,11,"experiment",26,"m","r"
"13","-1","-1","K11",1197.72856323963,0.7,1,11,"experiment",26,"m","r"
"14","-1","-1","K11",710.575209046707,0.7,1,11,"experiment",26,"m","r"
"15","-1","-1","K11",1065.72302570115,0.7,1,11,"experiment",26,"m","r"
"16","-1","-1","K11",1447.26309397498,0.7,1,11,"experiment",26,"m","r"
"17","-1","-1","K11",1094.20580209553,0.7,1,11,"experiment",26,"m","r"
"18","-1","-1","K11",1177.35666178452,0.7,1,11,"experiment",26,"m","r"
"19","-1","-1","K11",1382.04023138849,0.7,1,11,"experiment",26,"m","r"
"20","-1","-1","K11",1286.93590482491,0.7,1,11,"experiment",26,"m","r"
"21","-1","-1","K11",1548.13874635944,0.7,1,11,"experiment",26,"m","r"
"22","-1","-1","K11",1574.26575660399,0.7,1,11,"experiment",26,"m","r"
"23","-1","-1","K11",978.281194548556,0.7,1,11,"experiment",26,"m","r"
"24","-1","-1","K11",1274.62416255923,0.7,1,11,"experiment",26,"m","r"
"25","-1","-1","K11",1207.67395684043,0.7,1,11,"experiment",26,"m","r"
"26","-1","-1","K11",1277.89709349364,0.7,0,11,"experiment",26,"m","r"
"27","-1","-1","K11",1111.12671488166,0.7,1,11,"experiment",26,"m","r"
"28","-1","-1","K11",1053.48015088637,0.7,0,11,"experiment",26,"m","r"
"29","-1","-1","K11",1449.55827867913,0.7,1,11,"experiment",26,"m","r"
"30","-1","-1","K11",1358.67792798563,0.7,0,11,"experiment",26,"m","r"
"31","-1","-1","K11",1322.38037030315,0.7,1,11,"experiment",26,"m","r"
"32","-1","-1","K11",976.263917415491,0.7,1,11,"experiment",26,"m","r"
"33","-1","-1","K11",1367.00071933853,0.7,1,11,"experiment",26,"m","r"
"34","-1","-1","K11",1117.15384461793,0.7,1,11,"experiment",26,"m","r"
"35","-1","-1","K11",1056.76566194723,0.7,1,11,"experiment",26,"m","r"
"36","-1","-1","K11",1532.29490286517,0.7,1,11,"experiment",26,"m","r"
"37","-1","-1","K11",1357.09224833735,0.7,0,11,"experiment",26,"m","r"
"38","-1","-1","K11",1369.40063312039,0.7,1,11,"experiment",26,"m","r"
"39","-1","-1","K11",1261.11982658952,0.7,1,11,"experiment",26,"m","r"
"40","-1","-1","K11",730.234253347126,0.7,0,11,"experiment",26,"m","r"
"41","-1","-1","K11",919.345631653801,0.7,1,11,"experiment",26,"m","r"
"42","-1","-1","K11",1073.66744950438,0.7,1,11,"experiment",26,"m","r"
